schedule_id,staff_id,date,shift_type,start_time,end_time,location,assignments,breaks,overtime,quality_metrics,notes
SCH001852,NUR0031,2025-06-05,Night,2025-06-05 19:00:02.452019,2025-06-06 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 53, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.9987071285209215, 'documentation_completion': 0.9983708725814042, 'protocol_adherence': 0.9841842437243126, 'team_collaboration': 3.8228903288967007}",Regular shift
SCH001853,NUR0031,2025-06-06,Night,2025-06-06 19:00:02.452019,2025-06-07 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 47, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.980131196500824, 'documentation_completion': 0.8891901133818017, 'protocol_adherence': 0.9180659870593405, 'team_collaboration': 3.598622841193749}",Regular shift
SCH001854,NUR0031,2025-06-07,Day,2025-06-07 07:00:02.452019,2025-06-07 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Patient Care', 'Quality Assurance'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 34, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.826871394071749, 'documentation_completion': 0.8457165026667595, 'protocol_adherence': 0.9494259564959047, 'team_collaboration': 4.447160498927997}",Regular shift
SCH001855,NUR0031,2025-06-08,Day,2025-06-08 07:00:02.452019,2025-06-08 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': []}","{'lunch': 37, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': True, 'hours': 3, 'reason': 'Special Project'}","{'patient_satisfaction': 3.8943332934384225, 'documentation_completion': 0.8134676224138057, 'protocol_adherence': 0.9591093567824357, 'team_collaboration': 4.696295964284556}",Team building activities
SCH001856,NUR0031,2025-06-09,Day,2025-06-09 07:00:02.452019,2025-06-09 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance', 'Documentation'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': []}","{'lunch': 36, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.24592761684444, 'documentation_completion': 0.8154425804258961, 'protocol_adherence': 0.9879607249879245, 'team_collaboration': 4.8037943711825655}",Regular shift
SCH001857,NUR0031,2025-06-10,Day,2025-06-10 07:00:02.452019,2025-06-10 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 36, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': False, 'hours': 4, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.339896965935141, 'documentation_completion': 0.9582320856532012, 'protocol_adherence': 0.9476454871221567, 'team_collaboration': 4.981943992219719}",New protocol implementation
SCH001858,NUR0031,2025-06-11,Night,2025-06-11 19:00:02.452019,2025-06-12 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 4, 'supervision': 'Supervising', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 39, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.780458872872518, 'documentation_completion': 0.8411081560222149, 'protocol_adherence': 0.936286437334566, 'team_collaboration': 4.280696014011992}",Team building activities
SCH001859,NUR0031,2025-06-12,Evening,2025-06-12 15:00:02.452019,2025-06-13 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance', 'Patient Care'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 34, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.85495530377286, 'documentation_completion': 0.9595540841592226, 'protocol_adherence': 0.9571105510822564, 'team_collaboration': 3.5585530068790057}",Training day
SCH001860,NUR0031,2025-06-13,Night,2025-06-13 19:00:02.452019,2025-06-14 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 50, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.6001396734753595, 'documentation_completion': 0.8178076931194609, 'protocol_adherence': 0.9969635798600822, 'team_collaboration': 4.318101385309335}",Training day
SCH001861,NUR0031,2025-06-14,Evening,2025-06-14 15:00:02.452019,2025-06-15 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Training'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': []}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 3, 'reason': 'Emergency'}","{'patient_satisfaction': 4.218815631838987, 'documentation_completion': 0.996094328361345, 'protocol_adherence': 0.9733155639850471, 'team_collaboration': 4.188000481846425}",Regular shift
SCH001862,NUR0031,2025-06-15,Evening,2025-06-15 15:00:02.452019,2025-06-16 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Training', 'Documentation'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 30, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.809863092232233, 'documentation_completion': 0.8504382129124016, 'protocol_adherence': 0.9816992892059533, 'team_collaboration': 4.5788629467873925}",New protocol implementation
SCH001863,NUR0031,2025-06-16,Night,2025-06-16 19:00:02.452019,2025-06-17 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 54, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.766882817836773, 'documentation_completion': 0.9453213435078839, 'protocol_adherence': 0.9487137615008021, 'team_collaboration': 4.022900291081016}",Regular shift
SCH001864,NUR0031,2025-06-17,Night,2025-06-17 19:00:02.452019,2025-06-18 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Patient Care'], 'patient_load': 10, 'supervision': 'Supervising', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.344118563638994, 'documentation_completion': 0.9819481187663829, 'protocol_adherence': 0.9926033060430864, 'team_collaboration': 4.450738690899152}",Quality improvement focus
SCH001865,NUR0031,2025-06-18,Night,2025-06-18 19:00:02.452019,2025-06-19 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': []}","{'lunch': 35, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.608742640079216, 'documentation_completion': 0.8052179384445685, 'protocol_adherence': 0.9629999580059402, 'team_collaboration': 3.5478908433092373}",Quality improvement focus
SCH001866,NUR0031,2025-06-19,Day,2025-06-19 07:00:02.452019,2025-06-19 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Documentation', 'Quality Assurance'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': []}","{'lunch': 41, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.56970696789447, 'documentation_completion': 0.8067836078019412, 'protocol_adherence': 0.967932467083438, 'team_collaboration': 4.091495107228123}",Team building activities
SCH001867,NUR0031,2025-06-20,Day,2025-06-20 07:00:02.452019,2025-06-20 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 2, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 34, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.860505657803815, 'documentation_completion': 0.9099326171350425, 'protocol_adherence': 0.9830607848475601, 'team_collaboration': 3.6524389247221363}",Quality improvement focus
SCH001868,NUR0031,2025-06-21,Night,2025-06-21 19:00:02.452019,2025-06-22 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Documentation', 'Training'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 40, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.905524752095268, 'documentation_completion': 0.8697270612716276, 'protocol_adherence': 0.9961639376836444, 'team_collaboration': 3.532883005860591}",Quality improvement focus
SCH001869,NUR0031,2025-06-22,Night,2025-06-22 19:00:02.452019,2025-06-23 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Code Team']}","{'lunch': 60, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.9703199122071364, 'documentation_completion': 0.8464107195030596, 'protocol_adherence': 0.9000253198444019, 'team_collaboration': 4.216098453746612}",Training day
SCH001870,NUR0031,2025-06-23,Day,2025-06-23 07:00:02.452019,2025-06-23 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 5, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 58, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.466197246733001, 'documentation_completion': 0.8524531648852697, 'protocol_adherence': 0.9269719456398973, 'team_collaboration': 3.660640414882709}",Regular shift
SCH001871,NUR0031,2025-06-24,Evening,2025-06-24 15:00:02.452019,2025-06-25 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Patient Care'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 57, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 3, 'reason': 'Special Project'}","{'patient_satisfaction': 4.229321946114177, 'documentation_completion': 0.8713618038895788, 'protocol_adherence': 0.9973446365977756, 'team_collaboration': 3.7818424905679957}",Quality improvement focus
SCH001872,NUR0031,2025-06-25,Night,2025-06-25 19:00:02.452019,2025-06-26 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Training'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 40, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 3, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.7720352606352807, 'documentation_completion': 0.9469099263707524, 'protocol_adherence': 0.9703916378770319, 'team_collaboration': 3.933171670477857}",Quality improvement focus
SCH001873,NUR0031,2025-06-26,Night,2025-06-26 19:00:02.452019,2025-06-27 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care'], 'patient_load': 5, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 42, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': False, 'hours': 4, 'reason': 'Special Project'}","{'patient_satisfaction': 3.539992018704313, 'documentation_completion': 0.8140901146800024, 'protocol_adherence': 0.9174604334599039, 'team_collaboration': 4.232029357075783}",Regular shift
SCH001874,NUR0031,2025-06-27,Night,2025-06-27 19:00:02.452019,2025-06-28 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Training'], 'patient_load': 4, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 59, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.9583363888897183, 'documentation_completion': 0.864643596698927, 'protocol_adherence': 0.9890533677526917, 'team_collaboration': 4.945964865302818}",New protocol implementation
SCH001875,NUR0031,2025-06-28,Day,2025-06-28 07:00:02.452019,2025-06-28 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 39, 'short_breaks': 2, 'break_duration': 15}","{'scheduled': True, 'hours': 2, 'reason': 'Training'}","{'patient_satisfaction': 4.460190266295992, 'documentation_completion': 0.9566090426465695, 'protocol_adherence': 0.9047566188025494, 'team_collaboration': 4.710602895666806}",New protocol implementation
SCH001876,NUR0031,2025-06-29,Evening,2025-06-29 15:00:02.452019,2025-06-30 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 9, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 42, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.18431905778211, 'documentation_completion': 0.8270344890012135, 'protocol_adherence': 0.9197905564970558, 'team_collaboration': 4.196030819553192}",Team building activities
SCH001877,NUR0031,2025-06-30,Day,2025-06-30 07:00:02.452019,2025-06-30 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 9, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 55, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.557664210006764, 'documentation_completion': 0.8431813002051933, 'protocol_adherence': 0.9382813982093635, 'team_collaboration': 4.916090007667306}",Regular shift
SCH001878,NUR0031,2025-07-01,Day,2025-07-01 07:00:02.452019,2025-07-01 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance', 'Patient Care'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 42, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 4, 'reason': 'Training'}","{'patient_satisfaction': 4.386237080824258, 'documentation_completion': 0.9739532784614988, 'protocol_adherence': 0.9851750145784289, 'team_collaboration': 4.4288974566144415}",New protocol implementation
SCH001879,NUR0031,2025-07-02,Night,2025-07-02 19:00:02.452019,2025-07-03 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Training'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.9370879993903145, 'documentation_completion': 0.8162943939769056, 'protocol_adherence': 0.9440217981534882, 'team_collaboration': 3.66935814125409}",Quality improvement focus
SCH001880,NUR0031,2025-07-03,Day,2025-07-03 07:00:02.452019,2025-07-03 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 42, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.499501464337669, 'documentation_completion': 0.986081474951417, 'protocol_adherence': 0.9836232523680535, 'team_collaboration': 4.1783988130602765}",Team building activities
SCH001881,NUR0031,2025-07-04,Day,2025-07-04 07:00:02.452019,2025-07-04 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': []}","{'lunch': 41, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.88058777433223, 'documentation_completion': 0.9630509528333011, 'protocol_adherence': 0.9640318178447876, 'team_collaboration': 3.7022584236281606}",Quality improvement focus
SCH001882,NUR0031,2025-07-05,Evening,2025-07-05 15:00:02.452019,2025-07-06 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 35, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.257040914682591, 'documentation_completion': 0.8217784722025662, 'protocol_adherence': 0.9508961327195207, 'team_collaboration': 4.487560129375492}",Training day
SCH001883,NUR0031,2025-07-06,Day,2025-07-06 07:00:02.452019,2025-07-06 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 51, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.7959760152549546, 'documentation_completion': 0.9409199351168783, 'protocol_adherence': 0.9687358134523649, 'team_collaboration': 4.51358288486043}",Team building activities
SCH001884,NUR0031,2025-07-07,Day,2025-07-07 07:00:02.452019,2025-07-07 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Documentation', 'Training'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 54, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.906562352524562, 'documentation_completion': 0.9309118486969252, 'protocol_adherence': 0.9235391863202673, 'team_collaboration': 4.7831325558669}",New protocol implementation
SCH001885,NUR0031,2025-07-08,Night,2025-07-08 19:00:02.452019,2025-07-09 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 50, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.081977262736031, 'documentation_completion': 0.8949554273224835, 'protocol_adherence': 0.9516771162622573, 'team_collaboration': 4.216006054820604}",Quality improvement focus
SCH001886,NUR0031,2025-07-09,Evening,2025-07-09 15:00:02.452019,2025-07-10 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 38, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 4, 'reason': 'Training'}","{'patient_satisfaction': 4.4924221668038875, 'documentation_completion': 0.8853851319536763, 'protocol_adherence': 0.92427697994032, 'team_collaboration': 4.48570057459266}",New protocol implementation
SCH001887,NUR0031,2025-07-10,Evening,2025-07-10 15:00:02.452019,2025-07-11 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 53, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 4, 'reason': 'Emergency'}","{'patient_satisfaction': 3.592316012183488, 'documentation_completion': 0.8072017057180103, 'protocol_adherence': 0.9685881873139859, 'team_collaboration': 4.530459776441928}",Training day
SCH001888,NUR0031,2025-07-11,Day,2025-07-11 07:00:02.452019,2025-07-11 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 33, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': True, 'hours': 2, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.950354248028285, 'documentation_completion': 0.8084174979194402, 'protocol_adherence': 0.9448990739728873, 'team_collaboration': 4.426982153878006}",Team building activities
SCH001889,NUR0031,2025-07-12,Evening,2025-07-12 15:00:02.452019,2025-07-13 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Training'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Code Team']}","{'lunch': 45, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 2, 'reason': 'Special Project'}","{'patient_satisfaction': 4.399348859970127, 'documentation_completion': 0.9903534264861582, 'protocol_adherence': 0.9042871067750583, 'team_collaboration': 3.9286575135880497}",Regular shift
SCH001890,NUR0031,2025-07-13,Evening,2025-07-13 15:00:02.452019,2025-07-14 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 39, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': True, 'hours': 4, 'reason': 'Special Project'}","{'patient_satisfaction': 3.893491916027137, 'documentation_completion': 0.991368923036366, 'protocol_adherence': 0.944446049982885, 'team_collaboration': 4.048643887266119}",Training day
SCH001891,NUR0031,2025-07-14,Night,2025-07-14 19:00:02.452019,2025-07-15 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 46, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.7876478972316385, 'documentation_completion': 0.9574102185518749, 'protocol_adherence': 0.9108637443524115, 'team_collaboration': 4.292017791690137}",Team building activities
SCH001892,NUR0032,2025-05-15,Night,2025-05-15 19:00:02.452019,2025-05-16 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 40, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.6469984797647643, 'documentation_completion': 0.8067748798887878, 'protocol_adherence': 0.9668276143022357, 'team_collaboration': 3.6941945027003786}",Training day
SCH001893,NUR0032,2025-05-16,Day,2025-05-16 07:00:02.452019,2025-05-16 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': []}","{'lunch': 47, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.758469294215527, 'documentation_completion': 0.9877389512915352, 'protocol_adherence': 0.9550808655111382, 'team_collaboration': 3.99439901697298}",Regular shift
SCH001894,NUR0032,2025-05-17,Evening,2025-05-17 15:00:02.452019,2025-05-18 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 10, 'supervision': 'None', 'special_assignments': ['Emergency Response']}","{'lunch': 49, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': True, 'hours': 3, 'reason': 'Special Project'}","{'patient_satisfaction': 3.9958542546278557, 'documentation_completion': 0.8776068798164501, 'protocol_adherence': 0.9363361802086904, 'team_collaboration': 4.728288295629976}",Quality improvement focus
SCH001895,NUR0032,2025-05-18,Evening,2025-05-18 15:00:02.452019,2025-05-19 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.042688034476184, 'documentation_completion': 0.9010259771854014, 'protocol_adherence': 0.9412588596292825, 'team_collaboration': 3.7486223613956993}",New protocol implementation
SCH001896,NUR0032,2025-05-19,Evening,2025-05-19 15:00:02.452019,2025-05-20 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care', 'Training'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 34, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.092779107332729, 'documentation_completion': 0.848143596446956, 'protocol_adherence': 0.9881385397820641, 'team_collaboration': 4.961482039509958}",Regular shift
SCH001897,NUR0032,2025-05-20,Evening,2025-05-20 15:00:02.452019,2025-05-21 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 52, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.6639001944617196, 'documentation_completion': 0.8360892208250125, 'protocol_adherence': 0.985288809480999, 'team_collaboration': 3.67664559164285}",Quality improvement focus
SCH001898,NUR0032,2025-05-21,Evening,2025-05-21 15:00:02.452019,2025-05-22 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 43, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 1, 'reason': 'Emergency'}","{'patient_satisfaction': 4.730707934216408, 'documentation_completion': 0.9396772869952854, 'protocol_adherence': 0.9861850217257084, 'team_collaboration': 4.321292554225219}",Team building activities
SCH001899,NUR0032,2025-05-22,Evening,2025-05-22 15:00:02.452019,2025-05-23 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 54, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.331154165456101, 'documentation_completion': 0.838814464735418, 'protocol_adherence': 0.9833200520754705, 'team_collaboration': 4.309917104518078}",Regular shift
